tweet,date,events
Xu n'était pas au courant que Lin utilisait aussi le nom West. Il ne l'a appris qu'après sa mort #Magnotta,10/7/2014,-
"Lin Jun utilisait prénom de Justin, ou Patrick Lin, sur Facebook, dit Xu. Lui-même l'appelait Justin. #Magnotta",10/7/2014,-
"Lin Jun était un homme timide, que tout le monde aimait, dit Xu. On se fréquentait souvent. Chaque semaine au moins, parfois plus #Magnotta",10/7/2014,-
"Xu est originaire Chine. Vit à Montréal depuis 3 ans. Lin Jun était un ""ami proche"", rencontré par l'entremise d'un ami commun, dit-il",10/7/2014,-
"Selon courriel présenté en preuve, #Magnotta a réservé chambre au Novotel le 26 mai, vers 23h, via http://t.co/bN5DhM12Rm. Pour une nuit.",10/7/2014,-
"Reçu du Novotel était au nom de #Magnotta. Il avait aussi voyagé sous son vrai nom, a-t-on appris hier.",10/7/2014,-
"Selon reçu retrouvé par la police française, #Magnotta a quitté l'hôtel Novotel de Paris le 28 mai, au lendemain de son arrivée.",10/7/2014,-
Rappelons que Luc Leclair veut que #Magnotta soit déclaré non criminellement responsable de la mort de M. Lin pour cause de troubles mentaux,10/7/2014,-
L'avocat de #Magnotta demande maintenant chandail jaune que portait Lin Jun avant d'être tué. Le montre aussi au jury.,10/7/2014,-
L'avocat de #Magnotta veut maintenant voir chandail Mickey Mouse retrouvé à l'hôtel Soumman de Paris. Il le montre au jury.,10/7/2014,-
Fin de cette vidéo. L'avocat de #Magnotta dépose maintenant en preuve la valise de son client et d'autres items retrouvés à Paris.,10/7/2014,-
"13h41, 4 juin 2012 : Les policiers escortent #Magnotta à l'extérieur du café Internet de Berlin.",10/7/2014,-
On ne voit pas l'intervention des policiers auprès de #Magnotta. La vidéo ne montre que la porte d'entrée du café Internet.,10/7/2014,-
"Finalement, ce sont sept policiers allemands qui viennent arrêter #Magnotta, dit Hamlin. Il est 13h38.",10/7/2014,-
"2e séquence filmée au café Internet, 4 juin 2012. Un individu fait le guet devant la porte. Finalement, des policiers arrivent. #Magnotta",10/7/2014,-
"On voit #Magnotta qui se présente au comptoir du café. Selon Me Leclair, on entendra le commis plus tard.",10/7/2014,-
"La Couronne a trouvé les bons extraits, deux en fait. On les regarde. #Magnotta se présente au café Internet.",10/7/2014,-
"La vidéo joue depuis plusieurs minutes maintenant. Tjrs aucune trace de #Magnotta. On regarde, on attend qu'il apparaisse.",10/7/2014,-
Juge Cournoyer souligne à l'avocat de #Magnotta qu'il peut demander des séquences précises... mais Me Leclair veut voir vidéo au complet.,10/7/2014,-
"Les images du café Internet de Berlin ont été filmées le 4 juin 2012, peu avant midi. #Magnotta",10/7/2014,-
L'avocat de #Magnotta veut maintenant voir les images filmées dans le café Internet de Berlin où la cavale de son client a pris fin.,10/7/2014,-
"Finalement, la défense va déposer en preuve la valise et l'ensemble des items retrouvés à l'hôtel Soumman. #Magnotta",10/7/2014,-
"Parmi les objets saisis à l'hôtel Soumman qui intéressent la défense: reçu de chambre d'hôtel, une brosse à cheveux, du mascara...",10/7/2014,-
"Comme hier, les extraits vidéo sont souvent longs. #Magnotta n'y apparait qu'à l'occasion, mais ils sont néanmoins présentés au complet.",10/7/2014,-
L'avocat de #Magnotta veut voir nouvelles images de caméras de surveillance du terminal Eurolines de Paris. Magnotta y était le 31 mai 2012.,10/7/2014,-
Les images de #Magnotta au terminal Eurolines ont été filmées le 31 mai 2012.,10/6/2014,-
"Fin des vidéos de #Magnotta au Novotel. Son avocat veut maintenant qu'on en regarde d'autres, filmées au terminal Eurolines de Paris.",10/6/2014,-
"#Magnotta a réservé son billet pour Paris le 25 mai à 4h38 via Expedia, dit Hamlin. Date prévue de retour le 1er juin.",10/6/2014,-
"#Magnotta a passé la sécurité à l'aéroport PET avec un sac noir en bandoulière et vraisemblablement un portable, note Hamlin.",10/6/2014,-
"""Ne vous sentez pas pressé""dit le juge Cournoyer à l'avocat de #Magnotta. On continue de visionner les séquences vidéo du 26 mai 2012.",10/6/2014,-
"""Qu'est-ce qu'il est en train de faire là?"" demande Leclair. ""Il remet sa ceinture""après fouille dit Hamlin. Lente progression. #Magnotta""",10/6/2014,-
L'avocat de #Magnotta fait jouer de très longs extraits vidéo de son client à l'aéroport. Utilité de l'exercice pas claire une fois de plus.,10/6/2014,-
"Suite des vidéos à l'aéroport PET le 26 mai 2012. Peu après 21h, #Magnotta soumet son bagage à la sécurité. Rien d'anormal en apparence.",10/6/2014,-
"Séquences vidéo de #Magnotta à l'aéroport filmées à 19h34, 19h59, 20h05, 20h11, etc. Il porte son chandail Mickey Mouse.",10/6/2014,-
Me Leclair interroge Hamlin sur des séquences vidéo montrant #Magnotta à l'aéroport PET. On les visionne.,10/6/2014,-
25 mai 2012: #Magnotta a fait 4 appels à un numéro commençant par 705 le matin. 3 appels de qq secondes; un de 3 min. Pas d'appel entrant,10/6/2014,-
#Magnotta (et non Lin) a changé de numéro de téléphone plusieurs fois entre déc. 2011 et mai 12. A changé le 25 mai au matin entre autres.,10/6/2014,-
"Me Leclair présente à l'enquêteuse des photos tirées d'un des films téléchargés par Lin Jun, les dépose en preuve. #Magnotta",10/6/2014,-
"Cette liste de téléchargements par Chrome downloads est déposée en preuve, comme l'avaient été échanges Skype Chat évoqués + tôt. #Magnotta",10/6/2014,-
Me Leclair présente série de documents téléchargés par Lin Jun avant sa mort. Titres à connotation sexuelle. #Magnotta,10/6/2014,-
Me Leclair lit quelques messages échangés par Lin Jun avec d'autres hommes dans les jours précédant sa mort. #Magnotta,10/6/2014,-
L'avocat de #Magnotta présente autre liste recensant messages échangés par Skype Chat Messages par Lin Jun.,10/6/2014,-
Me Leclair déposera liste Skype en preuve plus tard finalement. Il poursuit son contre-interrogatoire de Claudette Hamlin #Magnotta,10/6/2014,-
"Liste de contacts Skype trouvée dans l'ordi de Lin, dit Me Leclair. Il veut la déposer en preuve. Juge suggère d'attendre un autre témoin.",10/6/2014,-
Me Leclair présente un relevė des contacts Skype de Lin Jun. 63 contacts recensés. Il nomme certains d'entre eux. #Magnotta,10/6/2014,-
"Selon Hamlin, la police a retrouvé plus de 7000 photos dans un ou des appareils de Lin Jun... mais aucune d'elles ne montre #Magnotta",10/6/2014,-
Leclair revient sur le fait que le SPVM n'a pu établir comment #Magnotta et Lin Jun se sont rencontrés.,10/6/2014,-
"L'appartement de #Magnotta avait été nettoyé quand la police y est entré, dit Hamlin. Mais des tâches de sang ont été néanmoins retrouvées.",10/6/2014,-
Les preuves photographiques amassées à Paris/Berlin ne sont montrées qu'au jury. Pas présentées à l'écran jusqu'à nouvel ordre. #Magnotta,10/6/2014,-
Hamlin présente maintenant preuve photographique recueillie chez l'homme qui a hébergé #Magnotta à Berlin.,10/6/2014,-
Hamlin présente maintenant des photos prises dans une chambre d'hôtel à Paris par la police française. #Magnotta,10/6/2014,-
"Casquette et perruque déposées en preuve. Tout comme facture de Postes Canada du 25 avril 2012, et une de Zellers du 25 mai. #Magnotta",10/6/2014,-
"Perruque noire que #Magnotta porte sur certaines séquences vidéo a aussi été retrouvée à Berlin, dit Hamlin.",10/6/2014,-
"Casquette ""semblable""à celle que portait Lin Jun a été retrouvée à Berlin dans les affaires personnelles de #Magnotta, dit Hamlin.",10/6/2014,-
"19 mai: Une vidéo montre #Magnotta au sous-sol. Ensuite, il sort seul, revient. Puis il quitte avec l'homme non identifié.",10/6/2014,-
"Le police a retrouvé une image de cet homme sur caméras de surveillance, mais n'a jamais réussi à l'identifier, dit Hamlin. #Magnotta",10/6/2014,-
Hamlin dit que la vidéo #magnotta montre un autre individu filmé dans nuit du 18 au 19 mai 2012.,10/6/2014,-
"Hamlin est incapable de dire comment Lin Jun et #Magnotta se sont rencontrés. ""Ni quand, ni pourquoi"", dit-elle.",10/6/2014,-
"17h14: #Magnotta sort de l'immeuble, prend un taxi. Ce sont les dernières images de Lui dans cet immeuble, dit Hamlin.",10/6/2014,-
11h11: #Magnotta sort de l'immeuble avec sac de vidange. Il revient à 16h35. On le revoit ensuite au sous-sol.,10/6/2014,-
"Un peu plus tard, début am, #Magnotta quitte l'immeuble à nouveau. Revient 30 min. plus tard. Il est 9h23, le 26 mai 2012.",10/6/2014,-
Nouvelle séquence. #Magnotta dépose déchets au sous-sol de l'immeuble. Porte casquette de Lin Jun + t-shirt Mickey Mouse.,10/6/2014,-
"Sur la séquence, on voit #Magnotta quitter son immeuble, puis y revenir 2 min. plus tard.",10/6/2014,-
"L'enquêteuse Hamelin doit présenter des images de caméras de surveillance filmées 26 mai 2012, au lendemain du meurtre de Lin Jun #Magnotta",10/6/2014,-
"25 mai 2012, vers 21h. #Magnotta sort deux gros sacs de vidange, revient. Peu après, il sort avec valise, puis revient sans elle.",10/2/2014,-
"25 mai 2012, en soirée : #Magnotta se fait livrer une pizza. Puis il entre et sort de l'immeuble à deux reprises. Porte une perruque noire.",10/2/2014,-
"Plus tard dans l'après-midi du 25 mai 2012, #Magnotta retourne deux fois au sous-sol jeter des choses.",10/2/2014,-
"25 mai 2012, 12h10: #Magnotta revient. 13h32 : il quitte l'immeuble à nouveau. Retour à 14h17. Plusieurs angles de caméras montrés.",10/2/2014,-
"#Magnotta revient une minute plus tard, puis quitte l'immeuble à nouveau. Démarche normale. Ne semble pas paniqué.",10/2/2014,-
"9h08, 25 mai 2012: #Magnotta quitte l'immeuble. S'est de nouveau changé. Prend la peine de se regarder dans un miroir.",10/2/2014,-
"25 mai au matin: #Magnotta, qui s'est de nouveau changé, quitte l'immeuble, puis y revient peu après, avec une valise.",10/2/2014,-
"25 mai, tôt le matin: le concierge Nadeau sort bacs à ordures dans lesquels #Magnotta a jeté des objets. Collecte des ordures ce matin-là",10/2/2014,-
"Plus tard dans la nuit, #Magnotta sort et revient avec un chien noir sous le bras.",10/2/2014,-
"Plus tard dans la nuit, #Magnotta fait des allers-retours pour aller jeter objets dans des bacs à ordures dans sous-sol de l'immeuble.",10/2/2014,-
#Magnotta revient à 2h13. Il marche somme toute normalement. Pas de signe d'énervement particulièrement visible.,10/2/2014,-
"2h06, 25 mai 2012: #Magnotta ressort seul de l'immeuble. Il est habillé d'une façon différente, note Hamelin.",10/2/2014,-
"22h16, 24 mai 2012: on voit Luka Rocco #Magnotta entrer dans l'immeuble du boul. Décarie avec Lin Jun.",10/2/2014,-
"SPVM a isolé une centaines de séquences de caméras de surveillance du 24 au 26 mai, date à laquelle #Magnotta a quitté le pays. #Magnotta",10/2/2014,-
SPVM a d'abord cru que #Magnotta était victime. Mais Schorer a identifié Magnotta faisant aller-retour sur vidéo; il est devenu le suspect.,10/2/2014,-
"Cette 2e fouile, effectuée dans nuit du 29 au 30, a permis de récupérer bouteille de vin et poster Casablanca, vus dans vidéo. #Magnotta",10/2/2014,-
Sacs de vidange ont été fouillés deux fois 29 mai. 2e fois après que Hamelin a eu vent d'une vidéo circulant sur Internet. #Magnotta,10/2/2014,-
Hamelin décrit le contenu des sacs de vidange trouvés devant immeuble du boulevard Décarie. #Magnotta,10/2/2014,-
"Caméra et ordinateur trouvés sur place ont été envoyés à la section des crimes technologiques, précise Hamelin #Magnotta",10/2/2014,-
"Une caméra et un ordinateur portatif ont aussi été trouvés, mais n'ont pas été photographiés, dit Hamelin. Fonctionnels. #Magnotta",10/2/2014,-
"Hamelin explique que d'autres parties de corps ont été trouvés avec papier identifiant Magnotta, outils tachés, selon elle. #Magnotta",10/2/2014,-
"Après valise, SPVM a décidé de fouiller d'autres sacs de vidange un à un. Ce qu'a décrit la policière Simoneau cette semaine. #Magnotta",10/2/2014,-
"Hamelin explique que la valise dans laquelle a été trouvée partie de corps avait été peinturée, vraisemblablement avec aérosol. #Magnotta",10/2/2014,-
"29 mai 2012: Hamelin a reçu appel pour mort suspecte vers 10:50. Sur place, elle a dirigé le travail de Caroline Simoneau. #Magnotta",10/2/2014,-
"Peu après, Savard appelé pour séquence captée à un bureau de poste boul. Ste-Catherine. Suspect était au bureau de poste. #Magnotta",10/2/2014,-
31 mai 2012: Savard a aussi extrait de caméras où Lin Jun habitait pour images du 24 mai en soirée. #Magnotta,10/2/2014,-
"31 mai 2012, Savard appelé à se rendre au dépanneur où travaillait la victime pour extraire séquences du 24 mai. #Magnotta",10/2/2014,-
"Savard explique caméra PJC a capté suspect entrer à 19h12, sortir à 19h16. On le voit au bureau de poste. #Magnotta",10/2/2014,-
"Savard a aussi extrait infos de caméras de surveillance d'une pharmacie Jean Coutu, boul. Queen Mary #Magnotta",10/2/2014,-
#Magnotta : Savard et un partenaire ont été appelés 29 mai pour étudier contenu d'une caméra de surveillance de l'immeuble boul. Décarie.,10/2/2014,-
Savard était à la section des crimes technologiques à l'époque. Il extrait des données d'appareils électroniques. #Magnotta,10/2/2014,-
"Comme Schorer ce matin, Nadeau explique que l'immeuble a quatre caméras de surveillance: trois au rez-de-chaussée, une au sous-sol #Magnotta",10/2/2014,-
"Nadeau ne connaît pas #Magnotta. Présume l'avoir déjà salué, comme d'autres locataires, sans plus. Fin de l'interrogatoire en chef.",10/2/2014,-
"29 mai 2012: j'ai vu une valise, l'ai ouverte sur place, ai vu ce qu'elle contenait (partie de corps). J'ai appelé 911 -Nadeau #Magnotta",10/2/2014,-
Michael (et non Michel) Nadeau est non seulement concierge de l'immeuble du boul. Décarie. Il y habite. #Magnotta,10/2/2014,-
Schorer explique découverte d'une partie de corps dans une valise + emplacement des 4 caméras de surveillance de l'immeuble. #Magnotta,10/2/2014,-
"Schorer dit que #Magnotta lui a dit ne pas avoir d'emploi quand il a appliqué pour un appartement, qu'il venait de Toronto.",10/2/2014,-
Jury écoute enregistrement fait avec M. Schorer. Il dit avoir été contacté par #Magnotta pour un appartement vers mars 2012.,10/2/2014,-
"Aussi déposés en preuve: sac cadeau noir, papier de soie rose retrouvés dans colis au PCC. Exercice fastidieux. #Magnotta",10/2/2014,-
Autre pièce du colis au PCC déposée en preuve par la défense: la note manuscrite faisant référence au PM Harper et sa femme. #Magnotta,10/2/2014,-
"1ère pièce du colis au PCC déposée en preuve: la boîte de carton utilisée. Adresse de retour au nom d'un pseudo, Renée Bordelais #Magnotta",10/2/2014,-
"Pièces qui intéressent Me Leclair dans boîte envoyée au PLC: papier de soie rose, sac cadeau noir.On passe au colis envoyé au PCC #Magnotta",10/2/2014,-
Avocat de #Magnotta veut avoir des pièces liées aux colis postaux que son client a expédiés à Ottawa pour les déposer en preuve.,10/2/2014,-
"Témoignage de Lin Feng peut aussi être considéré pour évaluer si Lin Jun est allé ""volontairement""chez #Magnotta (2/2)",10/2/2014,-
"L'avocat de #Magnotta pose nombreuses questions sur activités de Lin Jun. Lien avec ""l'état d'esprit""de #Magnotta vraiment pas clair.",10/1/2014,-
Me Leclair lit annonces explicites envoyées sur Grindr. Lin Feng dit qu'on pouvait écrire n'importe quoi sur ce site. #Magnotta,10/1/2014,-
"L'avocat de #Magnotta lit des saisies d'écrans du site de rencontres pour gais Grindr, qu'utilisait Lin Jun, selon témoignage de Lin Feng.",10/1/2014,-
Le grief de l'avocat de #Magnotta est maintenant entendu par juge Cournoyer. Nous ne pouvons vous en expliquer la teneur.,10/1/2014,-
"RT @gendrosy: Le conjoint de Lin Jun, Lin Feng, témoigne aujourd'hui au palais de justice de Montréal #magnotta http://t.co/GqM7aufJLb",10/1/2014,-
"Lin Feng a appris existence de la vidéo, l'a regardé plusieurs minutes, était certain que ce n'était pas Lin Jun... #Magnotta",10/1/2014,-
"Lin Feng explique qu'il a quitté Bangkok, où il était en vacances, le 30 mai 2012. Il était inquiet #Magnotta",10/1/2014,-
Lin Feng explique sa réaction quand Lin Jun a cessé de répondre à ses messages. Il a essayé de joindre des amis. #Magnotta,10/1/2014,-
"Lin Feng parle de son conjoint: habitues de vie, poids, grandeur, etc. Il dit qu'ils étaient tous deux fidèles. #Magnotta",10/1/2014,-
"Lin Jun et moi étions amis quand je suis retourné en Chine, dit Lin Feng. Sa famille ne savait pas qu'il était homosexuel, dit-il #Magnotta",10/1/2014,-
Feng Lin explique avoir reçu dernier message de Lin Jun le 24 mai 2012. Son conjoint n'a pas répondu à son dernier message...,10/1/2014,-
"Feng Lin explique être retourné en Chine mi-mai 2012 pour voir sa famille, est revenu après meurtre. #Magnotta",10/1/2014,-
"Lin Jun était mon amoureux, dit Feng Lin. Ns ns sommes connus en Chine, mais notre relation a commencé après Noël 2010, dit-il.",10/1/2014,-
Me Leclair ne donne aucune indication quant à l'utilité de l'exercice. Jury a déjà tous ces items sur des photos. #Magnotta,10/1/2014,-
"Me Leclair présente colis de la poste, sacs cadeau, papiers de soie rose, notes manuscrites envoyées aux écoles de Vancouver, etc #Magnotta",10/1/2014,-
Nous en sommes tjrs à l'exercice fastidieux de présentation au jury de certains éléments recueillis par la police par l'avocat de #Magnotta.,10/1/2014,-
"Autres éléments qui intéressent l'avocat de #Magnotta: support athlétique, pantalon noir. Il passe ensuite aux preuves reçues de Vancouver.",10/1/2014,-
Me Leclair exhibe devant le jury le carré rouge retrouvé dans les ordures près de l'appartement de #Magnotta.,10/1/2014,-
Me Leclair revient une fois de plus sur le mouvement Occupons Mtl et la grève étudiante. Un carré rouge a été retrouvé par SPVM #Magnotta,10/1/2014,-
"L'avocat de #Magnotta reprend même exercice qu'hier: il veut voir articles retrouvés par SPVM sur les lieux du crime, les dépose en preuve.",10/1/2014,-
L'ex-VP de SNC-Lavalin Riadh Ben Aïssa est reconnu coupable de corruption et de blanchiment d'argent en Suisse (via @RadioCanadaInfo),10/1/2014,-
L'avocat de #Magnotta rappelle que Montréal a vécu mouvement Occupons Montréal et grève étudiante en 2012. Puis il enchaîne...,9/30/2014,-
L'avocat de #Magnotta demande toujours à la policière de préciser le numéro du sac dans lequel l'item a été trouvé.,9/30/2014,-
"On continue. Autres items qui intéressent l'avocat de #Magnotta: papier de l'hôpital Royal Victoria, marteau, deux tournevis.",9/30/2014,-
"Même manège avec couteau retrouvé sur scène de crime, envoyé au labo pour ADN. Pièces montrées au jury sont déposées en preuve #Magnotta",9/30/2014,-
Avocat de #Magnotta demande maintenant ciseaux photographiés par Simoneau et envoyés au labo pour expertise. Les montre au jury.,9/30/2014,-
"L'avocat de #Magnotta veut voir des preuves retrouvées près du 5720, boul. Décarie, en commençant par des vêtements. Il les montre au jury.",9/30/2014,-
"Simoneau explique que les déchets dans lesquels se trouvaient des parties de corps n'étaient pas cachés, mais bien visibles. #Magnotta",9/30/2014,-
"Dionne décrit l'endroit où a été faite la macabre découverte, dans un secteur boisé, non loin d'un sentier. #Magnotta",9/30/2014,-
"Correction : photos de Dionne prises au parc Angrignon le 1er juillet 2012, pas 1er septembre. #Magnotta",9/30/2014,-
Policière Turmel dit que porte du balcon extérieur de l'appart. n'étaient pas verrouillées. Une autre porte donne sur ce balcon. #Magnotta,9/30/2014,-
Turmel présente maintenant série de photos montrant des articles récupérés dans l'appart. 208. #Magnotta,9/30/2014,-
"Turmel montre l'état du matelas dans l'appart. 208. ""Substance rougeâtre""visible. Matelas avait été inversé. #Magnotta",9/30/2014,-
"Biolgistes se sont intéressées aux substances rougeâtres visibles dans l'appartement, dit Turmel. L'une d'elle témoignera + tard. #Magnotta",9/30/2014,-
Turmel explique que des biologistes ont aussi pris des photos le 30 mai 2012. Elles seront présentées aux 14 jurés. #Magnotta,9/30/2014,-
"Rien de bien effroyable dans photos de l'appart. 208, prises 5 jrs après mort de Jun. Petites traces de ""substances rougeâtres""#Magnotta",9/30/2014,-
Turmel présente maintenant série de photos prises dans l'appartement 208 du 5720 boul. Décarie le 30 mai 2012. #Magnotta,9/30/2014,-
Turmel dit avoir eu info qu'une vidéo circulait sur Internet. Elle a retrouvé poster de Casablanca et bouteille qu'on y voyait. #Magnotta,9/30/2014,-
Simoneau procède au même exercice pour boîte postale envoyée à False Creek Elementary School. Inclut note menaçante. #Magnotta,9/30/2014,-
"Photos montrent la boîte postale envoyée à l'école St. Georges de Vancouver et son contenu, dont une note. #Magnotta",9/30/2014,-
Simoneau présente autres photos du 22 juin 2012. Éléments envoyés cette fois par la police de Vancouver. #Magnotta,9/30/2014,-
Précision: Veuillez noter que ciseaux/lames montrés jusqu'ici ont été utilisés par les policiers. #Magnotta,9/30/2014,-
"Paquet envoyé au PCC contenait aussi des ciseaux, du papier de soie rose, une lame. #Magnottta",9/30/2014,-
"Simoneau présente maintenant photo d'une boîte envoyée au PCC. Coeur dessiné au fond de la boîte, comme celle expédiée au PLC #Magnottta",9/30/2014,-
"Boîte envoyée au PLC contenait notamment une note manuscrite et une lame, explique Simoneau #Magnotta",9/30/2014,-
Simoneau présente des photos d'une boîte envoyée au PLC à Ottawa et de ce qu'elle contenait. #Magnotta,9/30/2014,-
La policière Simoneau présente des photos du 22 juin 2012. Photos d'éléments envoyés par la police d'Ottawa à celle de Montréal. #Magnotta,9/30/2014,-
"Maintenant qu'il a accepté de se présenter devant les médias, le père de Jun Lin veut la paix, explique son avocat #Magnotta",9/29/2014,-
"Le père de Jun Lin ""souffre tous les jours"". Mais ne s'en remettra jamais totalement, dit son avocat #Magnotta",9/29/2014,-
"Père de Jun Lin entend être ici jusqu'au verdict, dit son avocat. Veut savoir ce qu'a subi son fils. Veut aussi savoir: pourquoi? #Magnotta",9/29/2014,-
"Père de la victime a trouvé matinée ""difficile"". A écouté depuis salle privée en pm pcq moins difficile. Il ne regarde pas les photos.",9/29/2014,-
"Père de la victime ne veut rien dire sur #Magnotta ni sur la défense qu'il va présenter, dit son avocat.",9/29/2014,-
"Famille de la victime n'a pas de problème avec preuves graphiques présentées, dit leur avocat. Mais ne veut pas qu'elles circulent.",9/29/2014,-
"Le père de la victime ne donnera aucune entrevue d'ici le verdict, dit son avocat. #Magnotta",9/29/2014,-
Toujours dans les poubelles de #Magnotta : un outil électrique. Rarement outil a eu l'air si menaçant...,9/29/2014,-
"Photo 137 : 2e couvre-matelas avec ""substances rougeâtres""+ marteau + tournevis #Magnotta",9/29/2014,-
Simoneau poursuit description méticuleuse de tous objets retrouvés dans poubelles. Nous en sommes à la photo 136. #Magnotta,9/29/2014,-
"Photo de literie avec ""beaucoup de substances rougeâtres""maintenant montrée aux jurés. #Magnotta",9/29/2014,-
"Aussi trouvé dans un sac de poubelle: une partie de corps, que Simoneau a aussi photographiée. #Magnotta",9/29/2014,-
Nous en sommes à la photo 104 de Mme Simoneau pour votre information... #Magnotta,9/29/2014,-
"Finalement, deux couteaux et une paire de ciseaux ont été retrouvés dans les sacs de poubelle #Magnotta",9/29/2014,-
"Aussi retrouvé dans les poubelles : rideau de douche, lame de couteaux avec substance rougeâtre, gants -Simoneau #Magnotta",9/29/2014,-
"Dans les poubelles, la police a retrouvé des bouts de papier identifiant #Magnotta dit Simoneau.",9/29/2014,-
"Des items trouvés dans les poubelles ont été envoyés au laboratoire pour expertise, dit Simoneau. #Magnotta",9/29/2014,-
Simoneau décrit autres documents et articles retrouvés dans poubelles. Ex: lunettes fumées. #Magnotta,9/29/2014,-
"Simoneau présente série de photos de vêtements (polo saumon, bermuda carrelé, chandails, pantalon, etc.) trouvés dans poubelles #Magnotta",9/29/2014,-
"Certains éléments retrouvés dans ces sacs ont été photographiés aussi, explique Simoneau. #Magnotta",9/29/2014,-
Simoneau explique que sacs de poubelle devant immeuble place Lucy près de la valise ont été ouverts un à un. #Magnotta,9/29/2014,-
Première photo de la partie de corps trouvée dans la valise. Je m'en tiendrai à ça. Je ne décrirai pas davantage. #Magnotta,9/29/2014,-
Simoneau explique où a été trouvée valise contenant une partie de corps. Valise en partie ouverte. #Magnotta,9/29/2014,-
"Simoneau présente photos d'amoncellement de déchets près du 5309, place Lucy. #Magnotta",9/29/2014,-
"Photos de Simoneau ont été prises 29 mai 2012, dans un secteur situé à l'angle de Décarie/place Lucie #Magnotta",9/29/2014,-
"Simoneau a pris plus de 100 photos, notamment du contenu de la valise. Il y a eu de la pluie cette journée-là, travail perturbé. #Magnotta",9/29/2014,-
"Simoneau explique ce qu'elle a vu sur les lieux, a vérifié le contenu de la valise. Est restée sur place une 12aine d'heures. #Magnotta",9/29/2014,-
"29 mai 2012, on m'appelle pour un tronc""dans une valise, secteur Côte-des-Neiges. Arrivé sur les lieux peu après midi -Simoneau. #Magnotta",9/29/2014,-
Simoneau est policière au SPVM depuis 18 ans. Fait de l'identité judiciaire depuis 2005. Elle témoigne en français.,9/29/2014,-
"""Vous ne perdrez pas votre temps"", dit Me Leclair au jury. ""J'entends vous montrer qu'il est non-criminellement responsable"". #Magnotta",9/29/2014,-
"#Magnotta a été vu dans trois cliniques de Toronto. Un médecin torontois viendra témoigner de son parcours, dit Me Leclair.",9/29/2014,-
Me Leclair dit que #Magnotta est schizophrène. Ce sera au coeur de de sa défense.,9/29/2014,-
Leclair dit qu'il déposera un rapport psychiatrique concernant #Magnotta Deux psychiatres seront appelés par la défense.,9/29/2014,-
"Le psychiatre qui a rencontré #Magnotta après son arrestation dans un café Internet de Berlin témoignera, ditr Me Leclair.",9/29/2014,-
"#Magnotta croyait que la police de Toronto le cherchait, dit Me Leclair. Un an avant crime allégué, il parlait souvent d'un dénommé ""Manny""",9/29/2014,-
"La vie ""chaotique""de #Magnotta va être établie par son parcours médical, dit en somme Me Leclair.",9/29/2014,-
"#Magnotta souffrait d'une psychose, selon diagnostic reçu dans un hôpital de Floride, dit son avocat, Me Leclair.",9/29/2014,-
"#Magnotta a vu psychiatre à l'hôpital général juif de Montréal avant mort de Lin. Diagnostic: ""borderline personnality disorder""-Leclair",9/29/2014,-
"Vous allez avoir le dossier médical de #Magnotta, dit son avocat, Me Leclair, au jurés.",9/29/2014,-
"Avocat de #Magnotta entend faire témoigner médecin de l'hôpital Maisonneuve, qui a vu son client deux mois avant meurtre de Jun Lin.",9/29/2014,-
"Leclair dit qu'il entend faire témoigner le père de Magnotta, qui est schizophrène. Il parlera de l'historique familial en la matière.",9/29/2014,-
Me Leclair entend prouver que #Magnotta souffrait d'un problème d'ordre mental lorsqu'il a commis les gestes qui lui sont reprochés.,9/29/2014,-
Leclair explique qu'il s'attardera à l'état d'esprit de #Magnotta au moment où les gestes qui lui sont reprochés ont été commis.,9/29/2014,-
Procureur dit que vidéo montre individu dans la même position que Jun Lin une semaine avant le meurtre. #Magnotta,9/29/2014,preuve
"Procureur Bouthillier rappelle que la vidéo filmée et diffusée par #Magnotta est graphique, sordire, troublante.",9/29/2014,preuve
Procureur de la Couronne Bouthillier entend prouver que le meurtre a été planifié six mois à l'avance. #Magnotta,9/29/2014,juridique
"en somme, procès ressemble maintenant à celui Guy Turcotte. #Magnotta a tué Jun Lin, mais est-il criminellement responsable?",9/29/2014,juridique
"#magnotta admet avoir commis les gestes qui lui sont reprochés, annonce juge. Mais avait-il état d'esprit nécessaire pour être coupable?",9/29/2014,juridique
"Pour prononcer #Magnotta coupable, vous devez en être certain hors de tout doute raisonnable, rappelle juge Cournoyer au jury",9/29/2014,juridique
